date_sk, full_date,day_since_2005 ,month_since_2005,day_of_week,calendar_month , calendar_year , calendar_year_month ,day_of_month , day_of_year , week_of_year_sunday , year_week_sunday , week_sunday_start , week_of_year_monday , year_week_monday , week_monday_start, holiday ,day_type ,quarter_of_year , quarter_since_2005
4469,1993-03-27,4469,147,Saturday,March,1993,1993-Mar,27,86,12,1993-W12,1993-03-21,12,1993-W12,1993-03-22,Non-Holiday,Weekend,1993-Q1,49
4470,1993-03-28,4470,147,Sunday,March,1993,1993-Mar,28,87,13,1993-W13,1993-03-28,12,1993-W12,1993-03-22,Non-Holiday,Weekend,1993-Q1,49
4471,1993-03-29,4471,147,Monday,March,1993,1993-Mar,29,88,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekday,1993-Q1,49
4472,1993-03-30,4472,147,Tuesday,March,1993,1993-Mar,30,89,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekday,1993-Q1,49
4473,1993-03-31,4473,147,Wednesday,March,1993,1993-Mar,31,90,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekday,1993-Q1,49
4474,1993-04-01,4474,148,Thursday,April,1993,1993-Apr,1,91,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekday,1993-Q2,50
4475,1993-04-02,4475,148,Friday,April,1993,1993-Apr,2,92,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekday,1993-Q2,50
4476,1993-04-03,4476,148,Saturday,April,1993,1993-Apr,3,93,13,1993-W13,1993-03-28,13,1993-W13,1993-03-29,Non-Holiday,Weekend,1993-Q2,50
4477,1993-04-04,4477,148,Sunday,April,1993,1993-Apr,4,94,14,1993-W14,1993-04-04,13,1993-W13,1993-03-29,Non-Holiday,Weekend,1993-Q2,50
4478,1993-04-05,4478,148,Monday,April,1993,1993-Apr,5,95,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekday,1993-Q2,50
4479,1993-04-06,4479,148,Tuesday,April,1993,1993-Apr,6,96,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekday,1993-Q2,50
4480,1993-04-07,4480,148,Wednesday,April,1993,1993-Apr,7,97,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekday,1993-Q2,50
4481,1993-04-08,4481,148,Thursday,April,1993,1993-Apr,8,98,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekday,1993-Q2,50
4482,1993-04-09,4482,148,Friday,April,1993,1993-Apr,9,99,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekday,1993-Q2,50
4483,1993-04-10,4483,148,Saturday,April,1993,1993-Apr,10,100,14,1993-W14,1993-04-04,14,1993-W14,1993-04-05,Non-Holiday,Weekend,1993-Q2,50
4484,1993-04-11,4484,148,Sunday,April,1993,1993-Apr,11,101,15,1993-W15,1993-04-11,14,1993-W14,1993-04-05,Non-Holiday,Weekend,1993-Q2,50
4485,1993-04-12,4485,148,Monday,April,1993,1993-Apr,12,102,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekday,1993-Q2,50
4486,1993-04-13,4486,148,Tuesday,April,1993,1993-Apr,13,103,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekday,1993-Q2,50
4487,1993-04-14,4487,148,Wednesday,April,1993,1993-Apr,14,104,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekday,1993-Q2,50
4488,1993-04-15,4488,148,Thursday,April,1993,1993-Apr,15,105,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekday,1993-Q2,50
4489,1993-04-16,4489,148,Friday,April,1993,1993-Apr,16,106,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekday,1993-Q2,50
4490,1993-04-17,4490,148,Saturday,April,1993,1993-Apr,17,107,15,1993-W15,1993-04-11,15,1993-W15,1993-04-12,Non-Holiday,Weekend,1993-Q2,50
4491,1993-04-18,4491,148,Sunday,April,1993,1993-Apr,18,108,16,1993-W16,1993-04-18,15,1993-W15,1993-04-12,Non-Holiday,Weekend,1993-Q2,50
4492,1993-04-19,4492,148,Monday,April,1993,1993-Apr,19,109,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekday,1993-Q2,50
4493,1993-04-20,4493,148,Tuesday,April,1993,1993-Apr,20,110,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekday,1993-Q2,50
4494,1993-04-21,4494,148,Wednesday,April,1993,1993-Apr,21,111,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekday,1993-Q2,50
4495,1993-04-22,4495,148,Thursday,April,1993,1993-Apr,22,112,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekday,1993-Q2,50
4496,1993-04-23,4496,148,Friday,April,1993,1993-Apr,23,113,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekday,1993-Q2,50
4497,1993-04-24,4497,148,Saturday,April,1993,1993-Apr,24,114,16,1993-W16,1993-04-18,16,1993-W16,1993-04-19,Non-Holiday,Weekend,1993-Q2,50
4498,1993-04-25,4498,148,Sunday,April,1993,1993-Apr,25,115,17,1993-W17,1993-04-25,16,1993-W16,1993-04-19,Non-Holiday,Weekend,1993-Q2,50
4499,1993-04-26,4499,148,Monday,April,1993,1993-Apr,26,116,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekday,1993-Q2,50
4500,1993-04-27,4500,148,Tuesday,April,1993,1993-Apr,27,117,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekday,1993-Q2,50
4501,1993-04-28,4501,148,Wednesday,April,1993,1993-Apr,28,118,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekday,1993-Q2,50
4502,1993-04-29,4502,148,Thursday,April,1993,1993-Apr,29,119,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekday,1993-Q2,50
4503,1993-04-30,4503,148,Friday,April,1993,1993-Apr,30,120,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekday,1993-Q2,50
4504,1993-05-01,4504,149,Saturday,May,1993,1993-May,1,121,17,1993-W17,1993-04-25,17,1993-W17,1993-04-26,Non-Holiday,Weekend,1993-Q2,50
4505,1993-05-02,4505,149,Sunday,May,1993,1993-May,2,122,18,1993-W18,1993-05-02,17,1993-W17,1993-04-26,Non-Holiday,Weekend,1993-Q2,50
4506,1993-05-03,4506,149,Monday,May,1993,1993-May,3,123,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekday,1993-Q2,50
4507,1993-05-04,4507,149,Tuesday,May,1993,1993-May,4,124,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekday,1993-Q2,50
4508,1993-05-05,4508,149,Wednesday,May,1993,1993-May,5,125,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekday,1993-Q2,50
4509,1993-05-06,4509,149,Thursday,May,1993,1993-May,6,126,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekday,1993-Q2,50
4510,1993-05-07,4510,149,Friday,May,1993,1993-May,7,127,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekday,1993-Q2,50
4511,1993-05-08,4511,149,Saturday,May,1993,1993-May,8,128,18,1993-W18,1993-05-02,18,1993-W18,1993-05-03,Non-Holiday,Weekend,1993-Q2,50
4512,1993-05-09,4512,149,Sunday,May,1993,1993-May,9,129,19,1993-W19,1993-05-09,18,1993-W18,1993-05-03,Non-Holiday,Weekend,1993-Q2,50
4513,1993-05-10,4513,149,Monday,May,1993,1993-May,10,130,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekday,1993-Q2,50
4514,1993-05-11,4514,149,Tuesday,May,1993,1993-May,11,131,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekday,1993-Q2,50
4515,1993-05-12,4515,149,Wednesday,May,1993,1993-May,12,132,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekday,1993-Q2,50
4516,1993-05-13,4516,149,Thursday,May,1993,1993-May,13,133,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekday,1993-Q2,50
4517,1993-05-14,4517,149,Friday,May,1993,1993-May,14,134,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekday,1993-Q2,50
4518,1993-05-15,4518,149,Saturday,May,1993,1993-May,15,135,19,1993-W19,1993-05-09,19,1993-W19,1993-05-10,Non-Holiday,Weekend,1993-Q2,50
4519,1993-05-16,4519,149,Sunday,May,1993,1993-May,16,136,20,1993-W20,1993-05-16,19,1993-W19,1993-05-10,Non-Holiday,Weekend,1993-Q2,50
4520,1993-05-17,4520,149,Monday,May,1993,1993-May,17,137,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekday,1993-Q2,50
4521,1993-05-18,4521,149,Tuesday,May,1993,1993-May,18,138,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekday,1993-Q2,50
4522,1993-05-19,4522,149,Wednesday,May,1993,1993-May,19,139,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekday,1993-Q2,50
4523,1993-05-20,4523,149,Thursday,May,1993,1993-May,20,140,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekday,1993-Q2,50
4524,1993-05-21,4524,149,Friday,May,1993,1993-May,21,141,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekday,1993-Q2,50
4525,1993-05-22,4525,149,Saturday,May,1993,1993-May,22,142,20,1993-W20,1993-05-16,20,1993-W20,1993-05-17,Non-Holiday,Weekend,1993-Q2,50
4526,1993-05-23,4526,149,Sunday,May,1993,1993-May,23,143,21,1993-W21,1993-05-23,20,1993-W20,1993-05-17,Non-Holiday,Weekend,1993-Q2,50
4527,1993-05-24,4527,149,Monday,May,1993,1993-May,24,144,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekday,1993-Q2,50
4528,1993-05-25,4528,149,Tuesday,May,1993,1993-May,25,145,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekday,1993-Q2,50
4529,1993-05-26,4529,149,Wednesday,May,1993,1993-May,26,146,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekday,1993-Q2,50
4530,1993-05-27,4530,149,Thursday,May,1993,1993-May,27,147,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekday,1993-Q2,50
4531,1993-05-28,4531,149,Friday,May,1993,1993-May,28,148,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekday,1993-Q2,50
4532,1993-05-29,4532,149,Saturday,May,1993,1993-May,29,149,21,1993-W21,1993-05-23,21,1993-W21,1993-05-24,Non-Holiday,Weekend,1993-Q2,50
4533,1993-05-30,4533,149,Sunday,May,1993,1993-May,30,150,22,1993-W22,1993-05-30,21,1993-W21,1993-05-24,Non-Holiday,Weekend,1993-Q2,50
4534,1993-05-31,4534,149,Monday,May,1993,1993-May,31,151,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekday,1993-Q2,50
4535,1993-06-01,4535,150,Tuesday,June,1993,1993-Jun,1,152,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekday,1993-Q2,50
4536,1993-06-02,4536,150,Wednesday,June,1993,1993-Jun,2,153,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekday,1993-Q2,50
4537,1993-06-03,4537,150,Thursday,June,1993,1993-Jun,3,154,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekday,1993-Q2,50
4538,1993-06-04,4538,150,Friday,June,1993,1993-Jun,4,155,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekday,1993-Q2,50
4539,1993-06-05,4539,150,Saturday,June,1993,1993-Jun,5,156,22,1993-W22,1993-05-30,22,1993-W22,1993-05-31,Non-Holiday,Weekend,1993-Q2,50
4540,1993-06-06,4540,150,Sunday,June,1993,1993-Jun,6,157,23,1993-W23,1993-06-06,22,1993-W22,1993-05-31,Non-Holiday,Weekend,1993-Q2,50
4541,1993-06-07,4541,150,Monday,June,1993,1993-Jun,7,158,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekday,1993-Q2,50
4542,1993-06-08,4542,150,Tuesday,June,1993,1993-Jun,8,159,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekday,1993-Q2,50
4543,1993-06-09,4543,150,Wednesday,June,1993,1993-Jun,9,160,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekday,1993-Q2,50
4544,1993-06-10,4544,150,Thursday,June,1993,1993-Jun,10,161,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekday,1993-Q2,50
4545,1993-06-11,4545,150,Friday,June,1993,1993-Jun,11,162,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekday,1993-Q2,50
4546,1993-06-12,4546,150,Saturday,June,1993,1993-Jun,12,163,23,1993-W23,1993-06-06,23,1993-W23,1993-06-07,Non-Holiday,Weekend,1993-Q2,50
4547,1993-06-13,4547,150,Sunday,June,1993,1993-Jun,13,164,24,1993-W24,1993-06-13,23,1993-W23,1993-06-07,Non-Holiday,Weekend,1993-Q2,50
4548,1993-06-14,4548,150,Monday,June,1993,1993-Jun,14,165,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekday,1993-Q2,50
4549,1993-06-15,4549,150,Tuesday,June,1993,1993-Jun,15,166,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekday,1993-Q2,50
4550,1993-06-16,4550,150,Wednesday,June,1993,1993-Jun,16,167,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekday,1993-Q2,50
4551,1993-06-17,4551,150,Thursday,June,1993,1993-Jun,17,168,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekday,1993-Q2,50
4552,1993-06-18,4552,150,Friday,June,1993,1993-Jun,18,169,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekday,1993-Q2,50
4553,1993-06-19,4553,150,Saturday,June,1993,1993-Jun,19,170,24,1993-W24,1993-06-13,24,1993-W24,1993-06-14,Non-Holiday,Weekend,1993-Q2,50
4554,1993-06-20,4554,150,Sunday,June,1993,1993-Jun,20,171,25,1993-W25,1993-06-20,24,1993-W24,1993-06-14,Non-Holiday,Weekend,1993-Q2,50
4555,1993-06-21,4555,150,Monday,June,1993,1993-Jun,21,172,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekday,1993-Q2,50
4556,1993-06-22,4556,150,Tuesday,June,1993,1993-Jun,22,173,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekday,1993-Q2,50
4557,1993-06-23,4557,150,Wednesday,June,1993,1993-Jun,23,174,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekday,1993-Q2,50
4558,1993-06-24,4558,150,Thursday,June,1993,1993-Jun,24,175,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekday,1993-Q2,50
4559,1993-06-25,4559,150,Friday,June,1993,1993-Jun,25,176,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekday,1993-Q2,50
4560,1993-06-26,4560,150,Saturday,June,1993,1993-Jun,26,177,25,1993-W25,1993-06-20,25,1993-W25,1993-06-21,Non-Holiday,Weekend,1993-Q2,50
4561,1993-06-27,4561,150,Sunday,June,1993,1993-Jun,27,178,26,1993-W26,1993-06-27,25,1993-W25,1993-06-21,Non-Holiday,Weekend,1993-Q2,50
4562,1993-06-28,4562,150,Monday,June,1993,1993-Jun,28,179,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekday,1993-Q2,50
4563,1993-06-29,4563,150,Tuesday,June,1993,1993-Jun,29,180,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekday,1993-Q2,50
4564,1993-06-30,4564,150,Wednesday,June,1993,1993-Jun,30,181,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekday,1993-Q2,50
4565,1993-07-01,4565,151,Thursday,July,1993,1993-Jul,1,182,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekday,1993-Q3,51
4566,1993-07-02,4566,151,Friday,July,1993,1993-Jul,2,183,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekday,1993-Q3,51
4567,1993-07-03,4567,151,Saturday,July,1993,1993-Jul,3,184,26,1993-W26,1993-06-27,26,1993-W26,1993-06-28,Non-Holiday,Weekend,1993-Q3,51
4568,1993-07-04,4568,151,Sunday,July,1993,1993-Jul,4,185,27,1993-W27,1993-07-04,26,1993-W26,1993-06-28,Non-Holiday,Weekend,1993-Q3,51
4569,1993-07-05,4569,151,Monday,July,1993,1993-Jul,5,186,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekday,1993-Q3,51
4570,1993-07-06,4570,151,Tuesday,July,1993,1993-Jul,6,187,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekday,1993-Q3,51
4571,1993-07-07,4571,151,Wednesday,July,1993,1993-Jul,7,188,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekday,1993-Q3,51
4572,1993-07-08,4572,151,Thursday,July,1993,1993-Jul,8,189,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekday,1993-Q3,51
4573,1993-07-09,4573,151,Friday,July,1993,1993-Jul,9,190,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekday,1993-Q3,51
4574,1993-07-10,4574,151,Saturday,July,1993,1993-Jul,10,191,27,1993-W27,1993-07-04,27,1993-W27,1993-07-05,Non-Holiday,Weekend,1993-Q3,51
4575,1993-07-11,4575,151,Sunday,July,1993,1993-Jul,11,192,28,1993-W28,1993-07-11,27,1993-W27,1993-07-05,Non-Holiday,Weekend,1993-Q3,51
4576,1993-07-12,4576,151,Monday,July,1993,1993-Jul,12,193,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekday,1993-Q3,51
4577,1993-07-13,4577,151,Tuesday,July,1993,1993-Jul,13,194,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekday,1993-Q3,51
4578,1993-07-14,4578,151,Wednesday,July,1993,1993-Jul,14,195,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekday,1993-Q3,51
4579,1993-07-15,4579,151,Thursday,July,1993,1993-Jul,15,196,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekday,1993-Q3,51
4580,1993-07-16,4580,151,Friday,July,1993,1993-Jul,16,197,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekday,1993-Q3,51
4581,1993-07-17,4581,151,Saturday,July,1993,1993-Jul,17,198,28,1993-W28,1993-07-11,28,1993-W28,1993-07-12,Non-Holiday,Weekend,1993-Q3,51
4582,1993-07-18,4582,151,Sunday,July,1993,1993-Jul,18,199,29,1993-W29,1993-07-18,28,1993-W28,1993-07-12,Non-Holiday,Weekend,1993-Q3,51
4583,1993-07-19,4583,151,Monday,July,1993,1993-Jul,19,200,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekday,1993-Q3,51
4584,1993-07-20,4584,151,Tuesday,July,1993,1993-Jul,20,201,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekday,1993-Q3,51
4585,1993-07-21,4585,151,Wednesday,July,1993,1993-Jul,21,202,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekday,1993-Q3,51
4586,1993-07-22,4586,151,Thursday,July,1993,1993-Jul,22,203,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekday,1993-Q3,51
4587,1993-07-23,4587,151,Friday,July,1993,1993-Jul,23,204,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekday,1993-Q3,51
4588,1993-07-24,4588,151,Saturday,July,1993,1993-Jul,24,205,29,1993-W29,1993-07-18,29,1993-W29,1993-07-19,Non-Holiday,Weekend,1993-Q3,51
4589,1993-07-25,4589,151,Sunday,July,1993,1993-Jul,25,206,30,1993-W30,1993-07-25,29,1993-W29,1993-07-19,Non-Holiday,Weekend,1993-Q3,51
4590,1993-07-26,4590,151,Monday,July,1993,1993-Jul,26,207,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekday,1993-Q3,51
4591,1993-07-27,4591,151,Tuesday,July,1993,1993-Jul,27,208,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekday,1993-Q3,51
4592,1993-07-28,4592,151,Wednesday,July,1993,1993-Jul,28,209,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekday,1993-Q3,51
4593,1993-07-29,4593,151,Thursday,July,1993,1993-Jul,29,210,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekday,1993-Q3,51
4594,1993-07-30,4594,151,Friday,July,1993,1993-Jul,30,211,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekday,1993-Q3,51
4595,1993-07-31,4595,151,Saturday,July,1993,1993-Jul,31,212,30,1993-W30,1993-07-25,30,1993-W30,1993-07-26,Non-Holiday,Weekend,1993-Q3,51
4596,1993-08-01,4596,152,Sunday,August,1993,1993-Aug,1,213,31,1993-W31,1993-08-01,30,1993-W30,1993-07-26,Non-Holiday,Weekend,1993-Q3,51
4597,1993-08-02,4597,152,Monday,August,1993,1993-Aug,2,214,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekday,1993-Q3,51
4598,1993-08-03,4598,152,Tuesday,August,1993,1993-Aug,3,215,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekday,1993-Q3,51
4599,1993-08-04,4599,152,Wednesday,August,1993,1993-Aug,4,216,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekday,1993-Q3,51
4600,1993-08-05,4600,152,Thursday,August,1993,1993-Aug,5,217,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekday,1993-Q3,51
4601,1993-08-06,4601,152,Friday,August,1993,1993-Aug,6,218,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekday,1993-Q3,51
4602,1993-08-07,4602,152,Saturday,August,1993,1993-Aug,7,219,31,1993-W31,1993-08-01,31,1993-W31,1993-08-02,Non-Holiday,Weekend,1993-Q3,51
4603,1993-08-08,4603,152,Sunday,August,1993,1993-Aug,8,220,32,1993-W32,1993-08-08,31,1993-W31,1993-08-02,Non-Holiday,Weekend,1993-Q3,51
4604,1993-08-09,4604,152,Monday,August,1993,1993-Aug,9,221,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekday,1993-Q3,51
4605,1993-08-10,4605,152,Tuesday,August,1993,1993-Aug,10,222,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekday,1993-Q3,51
4606,1993-08-11,4606,152,Wednesday,August,1993,1993-Aug,11,223,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekday,1993-Q3,51
4607,1993-08-12,4607,152,Thursday,August,1993,1993-Aug,12,224,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekday,1993-Q3,51
4608,1993-08-13,4608,152,Friday,August,1993,1993-Aug,13,225,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekday,1993-Q3,51
4609,1993-08-14,4609,152,Saturday,August,1993,1993-Aug,14,226,32,1993-W32,1993-08-08,32,1993-W32,1993-08-09,Non-Holiday,Weekend,1993-Q3,51
4610,1993-08-15,4610,152,Sunday,August,1993,1993-Aug,15,227,33,1993-W33,1993-08-15,32,1993-W32,1993-08-09,Non-Holiday,Weekend,1993-Q3,51
4611,1993-08-16,4611,152,Monday,August,1993,1993-Aug,16,228,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekday,1993-Q3,51
4612,1993-08-17,4612,152,Tuesday,August,1993,1993-Aug,17,229,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekday,1993-Q3,51
4613,1993-08-18,4613,152,Wednesday,August,1993,1993-Aug,18,230,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekday,1993-Q3,51
4614,1993-08-19,4614,152,Thursday,August,1993,1993-Aug,19,231,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekday,1993-Q3,51
4615,1993-08-20,4615,152,Friday,August,1993,1993-Aug,20,232,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekday,1993-Q3,51
4616,1993-08-21,4616,152,Saturday,August,1993,1993-Aug,21,233,33,1993-W33,1993-08-15,33,1993-W33,1993-08-16,Non-Holiday,Weekend,1993-Q3,51
4617,1993-08-22,4617,152,Sunday,August,1993,1993-Aug,22,234,34,1993-W34,1993-08-22,33,1993-W33,1993-08-16,Non-Holiday,Weekend,1993-Q3,51
4618,1993-08-23,4618,152,Monday,August,1993,1993-Aug,23,235,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekday,1993-Q3,51
4619,1993-08-24,4619,152,Tuesday,August,1993,1993-Aug,24,236,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekday,1993-Q3,51
4620,1993-08-25,4620,152,Wednesday,August,1993,1993-Aug,25,237,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekday,1993-Q3,51
4621,1993-08-26,4621,152,Thursday,August,1993,1993-Aug,26,238,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekday,1993-Q3,51
4622,1993-08-27,4622,152,Friday,August,1993,1993-Aug,27,239,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekday,1993-Q3,51
4623,1993-08-28,4623,152,Saturday,August,1993,1993-Aug,28,240,34,1993-W34,1993-08-22,34,1993-W34,1993-08-23,Non-Holiday,Weekend,1993-Q3,51
4624,1993-08-29,4624,152,Sunday,August,1993,1993-Aug,29,241,35,1993-W35,1993-08-29,34,1993-W34,1993-08-23,Non-Holiday,Weekend,1993-Q3,51
4625,1993-08-30,4625,152,Monday,August,1993,1993-Aug,30,242,35,1993-W35,1993-08-29,35,1993-W35,1993-08-30,Non-Holiday,Weekday,1993-Q3,51
4626,1993-08-31,4626,152,Tuesday,August,1993,1993-Aug,31,243,35,1993-W35,1993-08-29,35,1993-W35,1993-08-30,Non-Holiday,Weekday,1993-Q3,51
